# empty header line must be included
5,1,1,1,1.503333333,1.9,1.333333333
10,1.06,1.2,1,1.522333333,1.75,1.4
15,1.028571429,1.142857143,1,1.588928571,1.771428571,1.428571429
# 20,1,1,1,1.468171717,1.644444444,1.35
# 25,1,1,1,1.524622045,1.690909091,1.342857143
# 30,1,1,1,1.526742063,1.7,1.344444444
# 35,1,1,1,1.540347007,1.6625,1.463157895
# 40,1,1,1,1.539570441,1.673684211,1.47
# 45,1,1,1,1.532034067,1.68,1.445454545
# 50,1,1,1,1.52886998,1.654545455,1.407407407
